Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 2	Serie N.º 2	Serie N.º 2	Serie N.º 3	Serie N.º 3	Serie N.º 3	Serie N.º 4	Serie N.º 4	Serie N.º 4	Serie N.º 5	Serie N.º 5	Serie N.º 5	Serie N.º 6	Serie N.º 6	Serie N.º 6	Serie N.º 7	Serie N.º 7	Serie N.º 7	Serie N.º 8	Serie N.º 8	Serie N.º 8	Serie N.º 9	Serie N.º 9	Serie N.º 9
Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)
101,250	-0,32	0,005				405,000	-0,23	8,687E-4																		
101,275	-0,35	-0,004				405,100	-0,23	8,931E-4																		
101,300	-0,38	0,005				405,200	-0,23	9,009E-4																		
101,325	-0,31	-0,004				405,300	-0,23	8,750E-4																		
101,350	-0,34	0,006				405,400	-0,23	8,582E-4																		
101,375	-0,35	-0,004				405,500	-0,23	8,744E-4																		
101,400	-0,34	0,006				405,600	-0,23	8,624E-4																		
101,425	-0,36	-0,004				405,700	-0,23	8,756E-4																		
101,450	-0,33	0,006				405,800	-0,23	8,655E-4																		
101,475	-0,31	-0,004				405,900	-0,23	8,733E-4																		
101,500	-0,37	0,006				406,000	-0,23	8,716E-4																		
101,525	-0,36	-0,004				406,100	-0,23	9,053E-4																		
101,550	-0,32	0,005				406,200	-0,23	8,794E-4																		
101,575	-0,35	-0,005				406,300	-0,23	9,008E-4																		
101,600	-0,32	0,005				406,400	-0,23	9,010E-4																		
101,625	-0,33	-0,004				406,500	-0,23	8,684E-4																		
101,650	-0,41	0,006				406,600	-0,23	8,999E-4																		
101,675	-0,31	-0,004				406,700	-0,23	9,203E-4																		
101,700	-0,35	0,006				406,800	-0,23	8,947E-4																		
101,725	-0,30	-0,004				406,900	-0,23	9,009E-4																		
101,750	-0,34	0,006				407,000	-0,23	8,684E-4																		
101,775	-0,45	-0,004				407,100	-0,23	8,610E-4																		
101,800	-0,26	0,006				407,200	-0,23	8,580E-4																		
101,825	-0,32	-0,004				407,300	-0,23	8,921E-4																		
101,850	-0,36	0,006				407,400	-0,23	8,699E-4																		
101,875	-0,33	-0,004				407,500	-0,23	8,966E-4																		
101,900	-0,37	0,006				407,600	-0,23	8,582E-4																		
101,925	-0,36	-0,005				407,700	-0,23	8,889E-4																		
101,950	-0,29	0,006				407,800	-0,23	8,563E-4																		
101,975	-0,34	-0,004				407,900	-0,23	8,694E-4																		
102,000	-0,36	0,006				408,000	-0,23	8,458E-4																		
102,025	-0,36	-0,004				408,100	-0,23	8,545E-4																		
102,050	-0,33	0,006				408,200	-0,23	9,049E-4																		
102,075	-0,32	-0,004				408,300	-0,23	9,084E-4																		
102,100	-0,32	0,006				408,400	-0,23	8,702E-4																		
102,125	-0,39	-0,004				408,500	-0,23	8,668E-4																		
102,150	-0,34	0,006				408,600	-0,23	8,800E-4																		
102,175	-0,33	-0,004				408,700	-0,23	9,004E-4																		
102,200	-0,30	0,006				408,800	-0,23	9,132E-4																		
102,225	-0,37	-0,004				408,900	-0,23	8,492E-4																		
102,250	-0,37	0,006				409,000	-0,23	8,795E-4																		
102,275	-0,33	-0,004				409,100	-0,23	8,961E-4																		
102,300	-0,32	0,006				409,200	-0,23	8,638E-4																		
102,325	-0,32	-0,004				409,300	-0,23	8,702E-4																		
102,350	-0,36	0,006				409,400	-0,23	8,618E-4																		
102,375	-0,38	-0,004				409,500	-0,23	8,757E-4																		
102,400	-0,34	0,006				409,600	-0,23	8,740E-4																		
102,425	-0,26	-0,004				409,700	-0,23	9,003E-4																		
102,450	-0,40	0,006				409,800	-0,23	8,940E-4																		
102,475	-0,35	-0,004				409,900	-0,23	9,031E-4																		
102,500	-0,34	0,006				410,000	-0,22	8,890E-4																		
102,525	-0,35	-0,004				410,100	-0,23	8,798E-4																		
102,550	-0,31	0,006				410,200	-0,23	8,894E-4																		
102,575	-0,32	-0,004				410,300	-0,23	8,790E-4																		
102,600	-0,39	0,006				410,400	-0,22	9,104E-4																		
102,625	-0,35	-0,004				410,500	-0,23	8,884E-4																		
102,650	-0,33	0,006				410,600	-0,23	8,992E-4																		
102,675	-0,27	-0,004				410,700	-0,23	8,564E-4																		
102,700	-0,38	0,006				410,800	-0,23	9,316E-4																		
102,725	-0,39	-0,004				410,900	-0,23	8,984E-4																		
102,750	-0,32	0,006				411,000	-0,23	9,380E-4																		
102,775	-0,31	-0,004				411,100	-0,23	9,397E-4																		
102,800	-0,35	0,006				411,200	-0,23	9,158E-4																		
102,825	-0,32	-0,004				411,300	-0,23	8,805E-4																		
102,850	-0,36	0,006				411,400	-0,23	9,231E-4																		
102,875	-0,37	-0,004				411,500	-0,23	8,436E-4																		
102,900	-0,30	0,006				411,600	-0,22	8,606E-4																		
102,925	-0,34	-0,005				411,700	-0,23	8,992E-4																		
102,950	-0,35	0,006				411,800	-0,23	8,680E-4																		
102,975	-0,36	-0,005				411,900	-0,23	9,161E-4																		
103,000	-0,35	0,006				412,000	-0,23	8,740E-4																		
103,025	-0,31	-0,005				412,100	-0,23	8,741E-4																		
103,050	-0,34	0,006				412,200	-0,23	8,688E-4																		
103,075	-0,36	-0,005				412,300	-0,23	8,934E-4																		
103,100	-0,34	0,006				412,400	-0,23	8,646E-4																		
103,125	-0,34	-0,005				412,500	-0,23	8,568E-4																		
103,150	-0,34	0,006				412,600	-0,23	8,835E-4																		
103,175	-0,32	-0,005				412,700	-0,23	8,689E-4																		
103,200	-0,36	0,006				412,800	-0,23	8,864E-4																		
103,225	-0,37	-0,005				412,900	-0,23	8,914E-4																		
103,250	-0,30	0,006				413,000	-0,23	8,693E-4																		
103,275	-0,32	-0,005				413,100	-0,23	8,652E-4																		
103,300	-0,35	0,006				413,200	-0,23	8,363E-4																		
103,325	-0,37	-0,005				413,300	-0,22	8,557E-4																		
103,350	-0,35	0,006				413,400	-0,23	8,772E-4																		
103,375	-0,31	-0,005				413,500	-0,23	8,583E-4																		
103,400	-0,32	0,006				413,600	-0,23	8,927E-4																		
103,425	-0,36	-0,005				413,700	-0,23	8,895E-4																		
103,450	-0,36	0,006				413,800	-0,23	9,003E-4																		
103,475	-0,35	-0,005				413,900	-0,23	9,028E-4																		
103,500	-0,32	0,006				414,000	-0,22	8,960E-4																		
103,525	-0,32	-0,005				414,100	-0,23	9,337E-4																		
103,550	-0,34	0,006				414,200	-0,23	8,705E-4																		
103,575	-0,39	-0,005				414,300	-0,23	8,896E-4																		
103,600	-0,34	0,006				414,400	-0,23	8,627E-4																		
103,625	-0,31	-0,005				414,500	-0,23	8,921E-4																		
103,650	-0,34	0,006				414,600	-0,23	8,977E-4																		
103,675	-0,33	-0,005				414,700	-0,22	9,156E-4																		
103,700	-0,38	0,006				414,800	-0,25	9,078E-4																		
103,725	-0,36	-0,005				414,900	-0,22	9,348E-4																		
103,750	-0,31	0,006				415,000	-0,24	8,998E-4																		
103,775	-0,33	-0,005				415,100	-0,21	8,881E-4																		
103,800	-0,33	0,006				415,200	-0,24	9,077E-4																		
103,825	-0,39	-0,005				415,300	-0,23	9,102E-4																		
103,850	-0,34	0,006				415,400	-0,23	8,821E-4																		
103,875	-0,30	-0,005				415,500	-0,22	9,049E-4																		
103,900	-0,35	0,006				415,600	-0,23	8,489E-4																		
103,925	-0,34	-0,005				415,700	-0,23	8,613E-4																		
103,950	-0,36	0,006				415,800	-0,22	8,586E-4																		
103,975	-0,35	-0,005				415,900	-0,23	8,743E-4																		
104,000	-0,32	0,006				416,000	-0,23	8,561E-4																		
104,025	-0,36	-0,005				416,100	-0,23	8,690E-4																		
104,050	-0,34	0,006				416,200	-0,22	8,503E-4																		
104,075	-0,32	-0,005				416,300	-0,23	8,929E-4																		
104,100	-0,39	0,006				416,400	-0,23	9,060E-4																		
104,125	-0,32	-0,005				416,500	-0,23	8,840E-4																		
104,150	-0,30	0,006				416,600	-0,23	8,807E-4																		
104,175	-0,39	-0,005				416,700	-0,23	9,114E-4																		
104,200	-0,34	0,006				416,800	-0,23	8,962E-4																		
104,225	-0,32	-0,004				416,900	-0,23	8,756E-4																		
104,250	-0,36	0,006				417,000	-0,23	8,746E-4																		
104,275	-0,32	-0,005				417,100	-0,23	8,657E-4																		
104,300	-0,38	0,006				417,200	-0,22	8,979E-4																		
104,325	-0,31	-0,005				417,300	-0,23	8,610E-4																		
104,350	-0,33	0,006				417,400	-0,23	9,030E-4																		
104,375	-0,37	-0,005				417,500	-0,23	8,890E-4																		
104,400	-0,31	0,006				417,600	-0,23	8,805E-4																		
104,425	-0,36	-0,005				417,700	-0,23	8,727E-4																		
104,450	-0,36	0,006				417,800	-0,23	9,126E-4																		
104,475	-0,31	-0,005				417,900	-0,23	8,857E-4																		
104,500	-0,33	0,006				418,000	-0,22	9,071E-4																		
104,525	-0,34	-0,005				418,100	-0,24	9,232E-4																		
104,550	-0,38	0,006				418,200	-0,23	9,352E-4																		
104,575	-0,35	-0,005				418,300	-0,23	8,956E-4																		
104,600	-0,33	0,006				418,400	-0,23	9,083E-4																		
104,625	-0,32	-0,005				418,500	-0,21	8,793E-4																		
104,650	-0,30	0,006				418,600	-0,25	9,010E-4																		
104,675	-0,42	-0,005				418,700	-0,20	9,240E-4																		
104,700	-0,35	0,006				418,800	-0,25	8,540E-4																		
104,725	-0,30	-0,005				418,900	-0,22	8,876E-4																		
104,750	-0,34	0,006				419,000	-0,25	9,000E-4																		
104,775	-0,30	-0,005				419,100	-0,20	8,600E-4																		
104,800	-0,38	0,007				419,200	-0,23	9,086E-4																		
104,825	-0,37	-0,005				419,300	-0,23	8,746E-4																		
104,850	-0,31	0,006				419,400	-0,23	8,840E-4																		
104,875	-0,32	-0,005				419,500	-0,23	8,931E-4																		
104,900	-0,33	0,006				419,600	-0,22	8,717E-4																		
104,925	-0,36	-0,005				419,700	-0,25	9,194E-4																		
104,950	-0,37	0,006				419,800	-0,20	8,925E-4																		
104,975	-0,33	-0,005				419,900	-0,24	8,763E-4																		
105,000	-0,32	0,006				420,000	-0,23	8,950E-4																		
105,025	-0,33	-0,005				420,100	-0,25	8,745E-4																		
105,050	-0,36	0,006				420,200	-0,19	8,936E-4																		
105,075	-0,36	-0,005				420,300	-0,24	8,633E-4																		
105,100	-0,34	0,007				420,400	-0,22	8,920E-4																		
105,125	-0,32	-0,005				420,500	-0,23	8,864E-4																		
105,150	-0,34	0,006				420,600	-0,22	9,167E-4																		
105,175	-0,35	-0,005				420,700	-0,24	8,978E-4																		
105,200	-0,34	0,006				420,800	-0,22	8,865E-4																		
105,225	-0,35	-0,005				420,900	-0,22	9,052E-4																		
105,250	-0,33	0,007				421,000	-0,23	9,014E-4																		
105,275	-0,34	-0,005				421,100	-0,23	9,044E-4																		
105,300	-0,36	0,007				421,200	-0,24	9,098E-4																		
105,325	-0,33	-0,006				421,300	-0,21	9,291E-4																		
105,350	-0,33	0,007				421,400	-0,23	8,921E-4																		
105,375	-0,34	-0,006				421,500	-0,23	9,120E-4																		
105,400	-0,35	0,007				421,600	-0,23	8,909E-4																		
105,425	-0,35	-0,006				421,700	-0,22	9,269E-4																		
105,450	-0,34	0,007				421,800	-0,24	9,208E-4																		
105,475	-0,33	-0,006				421,900	-0,22	9,333E-4																		
105,500	-0,35	0,007				422,000	-0,23	9,323E-4																		
105,525	-0,38	-0,006				422,100	-0,21	9,320E-4																		
105,550	-0,28	0,007				422,200	-0,25	9,360E-4																		
105,575	-0,37	-0,006				422,300	-0,22	8,777E-4																		
105,600	-0,35	0,007				422,400	-0,23	8,616E-4																		
105,625	-0,31	-0,006				422,500	-0,22	8,956E-4																		
105,650	-0,40	0,007				422,600	-0,23	9,006E-4																		
105,675	-0,32	-0,006				422,700	-0,23	9,034E-4																		
105,700	-0,34	0,007				422,800	-0,22	9,210E-4																		
105,725	-0,35	-0,006				422,900	-0,23	8,909E-4																		
105,750	-0,30	0,007				423,000	-0,23	9,543E-4																		
105,775	-0,38	-0,006				423,100	-0,22	8,962E-4																		
105,800	-0,35	0,007				423,200	-0,22	8,896E-4																		
105,825	-0,32	-0,006				423,300	-0,23	9,348E-4																		
105,850	-0,34	0,007				423,400	-0,24	9,379E-4																		
105,875	-0,33	-0,006				423,500	-0,21	9,480E-4																		
105,900	-0,35	0,008				423,600	-0,23	9,485E-4																		
105,925	-0,37	-0,006				423,700	-0,24	9,611E-4																		
105,950	-0,33	0,008				423,800	-0,22	8,872E-4																		
105,975	-0,31	-0,006				423,900	-0,22	9,580E-4																		
106,000	-0,34	0,007				424,000	-0,23	9,642E-4																		
106,025	-0,35	-0,006				424,100	-0,24	9,556E-4																		
106,050	-0,36	0,007				424,200	-0,23	9,850E-4																		
106,075	-0,35	-0,006				424,300	-0,22	9,612E-4																		
106,100	-0,31	0,008				424,400	-0,24	9,294E-4																		
106,125	-0,34	-0,006				424,500	-0,23	9,055E-4																		
106,150	-0,35	0,007				424,600	-0,22	9,419E-4																		
106,175	-0,35	-0,006				424,700	-0,22	9,004E-4																		
106,200	-0,36	0,007				424,800	-0,23	9,044E-4																		
106,225	-0,33	-0,006				424,900	-0,23	9,132E-4																		
106,250	-0,32	0,007				425,000	-0,22	9,109E-4																		
106,275	-0,36	-0,006				425,100	-0,23	8,766E-4																		
106,300	-0,35	0,008				425,200	-0,23	8,787E-4																		
106,325	-0,34	-0,006				425,300	-0,23	8,557E-4																		
106,350	-0,35	0,008				425,400	-0,21	8,589E-4																		
106,375	-0,32	-0,006				425,500	-0,25	8,771E-4																		
106,400	-0,35	0,008				425,600	-0,23	8,568E-4																		
106,425	-0,36	-0,006				425,700	-0,23	8,898E-4																		
106,450	-0,33	0,008				425,800	-0,21	8,816E-4																		
106,475	-0,35	-0,006				425,900	-0,24	9,174E-4																		
106,500	-0,34	0,008				426,000	-0,23	8,746E-4																		
106,525	-0,33	-0,006				426,100	-0,22	8,998E-4																		
106,550	-0,36	0,008				426,200	-0,22	9,109E-4																		
106,575	-0,33	-0,006				426,300	-0,23	8,872E-4																		
106,600	-0,34	0,008				426,400	-0,23	8,971E-4																		
106,625	-0,35	-0,006				426,500	-0,21	9,071E-4																		
106,650	-0,33	0,008				426,600	-0,23	9,279E-4																		
106,675	-0,34	-0,006				426,700	-0,24	9,211E-4																		
106,700	-0,34	0,008				426,800	-0,22	9,119E-4																		
106,725	-0,33	-0,006				426,900	-0,22	9,005E-4																		
106,750	-0,35	0,007				427,000	-0,23	9,152E-4																		
106,775	-0,35	-0,006				427,100	-0,23	9,504E-4																		
106,800	-0,33	0,008				427,200	-0,21	8,911E-4																		
106,825	-0,34	-0,006				427,300	-0,23	9,242E-4																		
106,850	-0,34	0,008				427,400	-0,23	9,360E-4																		
106,875	-0,34	-0,006				427,500	-0,23	9,581E-4																		
106,900	-0,35	0,008				427,600	-0,22	9,155E-4																		
106,925	-0,34	-0,006				427,700	-0,23	8,947E-4																		
106,950	-0,32	0,008				427,800	-0,23	9,575E-4																		
106,975	-0,34	-0,006				427,900	-0,23	9,199E-4																		
107,000	-0,34	0,008				428,000	-0,22	9,092E-4																		
107,025	-0,35	-0,006				428,100	-0,23	9,460E-4																		
107,050	-0,35	0,008				428,200	-0,23	8,936E-4																		
107,075	-0,32	-0,007				428,300	-0,22	8,979E-4																		
107,100	-0,34	0,008				428,400	-0,22	9,097E-4																		
107,125	-0,35	-0,007				428,500	-0,23	8,999E-4																		
107,150	-0,34	0,008				428,600	-0,23	9,016E-4																		
107,175	-0,35	-0,007				428,700	-0,22	8,696E-4																		
107,200	-0,33	0,008				428,800	-0,22	8,994E-4																		
107,225	-0,33	-0,007				428,900	-0,23	9,189E-4																		
107,250	-0,35	0,008				429,000	-0,23	9,000E-4																		
107,275	-0,35	-0,007				429,100	-0,22	9,365E-4																		
107,300	-0,34	0,008				429,200	-0,23	9,292E-4																		
107,325	-0,34	-0,007				429,300	-0,23	8,903E-4																		
107,350	-0,33	0,008				429,400	-0,23	8,984E-4																		
107,375	-0,35	-0,007				429,500	-0,22	9,194E-4																		
107,400	-0,34	0,008				429,600	-0,23	9,324E-4																		
107,425	-0,34	-0,007				429,700	-0,23	9,176E-4																		
107,450	-0,33	0,009				429,800	-0,23	9,402E-4																		
107,475	-0,36	-0,007				429,900	-0,23	9,615E-4																		
107,500	-0,34	0,008				430,000	-0,23	8,961E-4																		
107,525	-0,33	-0,007				430,100	-0,23	9,222E-4																		
107,550	-0,36	0,009				430,200	-0,23	9,427E-4																		
107,575	-0,33	-0,007				430,300	-0,23	9,537E-4																		
107,600	-0,35	0,009				430,400	-0,23	8,932E-4																		
107,625	-0,35	-0,007				430,500	-0,23	9,218E-4																		
107,650	-0,32	0,009				430,600	-0,23	9,475E-4																		
107,675	-0,35	-0,007				430,700	-0,23	9,424E-4																		
107,700	-0,34	0,009				430,800	-0,23	9,160E-4																		
107,725	-0,34	-0,007				430,900	-0,23	9,565E-4																		
107,750	-0,36	0,009				431,000	-0,23	9,082E-4																		
107,775	-0,33	-0,008				431,100	-0,23	9,071E-4																		
107,800	-0,34	0,009				431,200	-0,23	9,131E-4																		
107,825	-0,36	-0,008				431,300	-0,23	9,136E-4																		
107,850	-0,34	0,009				431,400	-0,23	8,744E-4																		
